price,date,exchange,source
2800.34,2021-05-21 02:12:06,Uniswap,smart contract
2800.74,2021-05-21 02:12:32,Uniswap,smart contract
2800.37,2021-05-21 02:13:20,Uniswap,smart contract
2800.27,2021-05-21 02:13:22,Uniswap,smart contract
2800.27,2021-05-21 02:13:27,Uniswap,smart contract
2800.39,2021-05-21 02:13:38,Uniswap,smart contract
2800.39,2021-05-21 02:13:41,Uniswap,smart contract
2799.63,2021-05-21 02:13:59,Uniswap,smart contract
2799.63,2021-05-21 02:14:08,Uniswap,smart contract
2799.09,2021-05-21 02:14:44,Uniswap,smart contract
2799.10,2021-05-21 02:15:02,Uniswap,smart contract
2799.10,2021-05-21 02:15:41,Uniswap,smart contract
2799.17,2021-05-21 02:15:53,Uniswap,smart contract
2799.28,2021-05-21 02:15:55,Uniswap,smart contract
2796.30,2021-05-21 02:16:28,Uniswap,smart contract
2796.30,2021-05-21 02:16:35,Uniswap,smart contract
2796.35,2021-05-21 02:16:53,Uniswap,smart contract
2796.35,2021-05-21 02:17:17,Uniswap,smart contract
2796.35,2021-05-21 02:17:27,Uniswap,smart contract
2796.35,2021-05-21 02:17:45,Uniswap,smart contract
2796.36,2021-05-21 02:18:02,Uniswap,smart contract
2796.32,2021-05-21 02:18:10,Uniswap,smart contract
2796.32,2021-05-21 02:18:18,Uniswap,smart contract
2796.32,2021-05-21 02:18:28,Uniswap,smart contract
2799.46,2021-05-21 02:18:30,Uniswap,smart contract
2799.43,2021-05-21 02:18:44,Uniswap,smart contract
2801.83,2021-05-21 02:18:53,Uniswap,smart contract
2801.83,2021-05-21 02:19:21,Uniswap,smart contract
2801.83,2021-05-21 02:19:23,Uniswap,smart contract
2801.83,2021-05-21 02:19:48,Uniswap,smart contract
2801.14,2021-05-21 02:20:30,Uniswap,smart contract
2801.71,2021-05-21 02:20:56,Uniswap,smart contract
2801.71,2021-05-21 02:21:05,Uniswap,smart contract
2801.57,2021-05-21 02:21:13,Uniswap,smart contract
2801.54,2021-05-21 02:21:27,Uniswap,smart contract
2800.80,2021-05-21 02:21:32,Uniswap,smart contract
2801.08,2021-05-21 02:21:42,Uniswap,smart contract
2806.02,2021-05-21 02:22:19,Uniswap,smart contract
2806.02,2021-05-21 02:22:25,Uniswap,smart contract
2806.02,2021-05-21 02:23:07,Uniswap,smart contract
2806.45,2021-05-21 02:23:10,Uniswap,smart contract
2804.78,2021-05-21 02:23:40,Uniswap,smart contract
2804.78,2021-05-21 02:23:57,Uniswap,smart contract
2802.47,2021-05-21 02:24:14,Uniswap,smart contract
2811.73,2021-05-21 02:24:19,Uniswap,smart contract
2811.73,2021-05-21 02:24:35,Uniswap,smart contract
2811.67,2021-05-21 02:25:08,Uniswap,smart contract
2811.69,2021-05-21 02:25:12,Uniswap,smart contract
2811.59,2021-05-21 02:25:14,Uniswap,smart contract
2811.80,2021-05-21 02:25:17,Uniswap,smart contract
2811.94,2021-05-21 02:25:22,Uniswap,smart contract
2810.56,2021-05-21 02:25:49,Uniswap,smart contract
2810.56,2021-05-21 02:26:20,Uniswap,smart contract
2810.62,2021-05-21 02:26:40,Uniswap,smart contract
2810.56,2021-05-21 02:26:42,Uniswap,smart contract
2810.53,2021-05-21 02:27:04,Uniswap,smart contract
2810.53,2021-05-21 02:27:19,Uniswap,smart contract
2810.53,2021-05-21 02:27:56,Uniswap,smart contract
2810.09,2021-05-21 02:27:57,Uniswap,smart contract
2810.09,2021-05-21 02:28:02,Uniswap,smart contract
2810.94,2021-05-21 02:28:12,Uniswap,smart contract
2811.14,2021-05-21 02:28:40,Uniswap,smart contract
2811.40,2021-05-21 02:28:52,Uniswap,smart contract
2811.97,2021-05-21 02:29:17,Uniswap,smart contract
2811.97,2021-05-21 02:29:24,Uniswap,smart contract
2812.02,2021-05-21 02:29:41,Uniswap,smart contract
2815.55,2021-05-21 02:29:59,Uniswap,smart contract
2825.01,2021-05-21 02:30:40,Uniswap,smart contract
2825.01,2021-05-21 02:30:53,Uniswap,smart contract
2825.10,2021-05-21 02:31:03,Uniswap,smart contract
2830.52,2021-05-21 02:31:18,Uniswap,smart contract
2833.35,2021-05-21 02:31:40,Uniswap,smart contract
2833.35,2021-05-21 02:32:14,Uniswap,smart contract
2842.05,2021-05-21 02:32:21,Uniswap,smart contract
2841.95,2021-05-21 02:32:35,Uniswap,smart contract
2841.94,2021-05-21 02:32:47,Uniswap,smart contract
2841.94,2021-05-21 02:32:51,Uniswap,smart contract
2841.94,2021-05-21 02:33:31,Uniswap,smart contract
2842.63,2021-05-21 02:33:33,Uniswap,smart contract
2842.05,2021-05-21 02:33:35,Uniswap,smart contract
2842.04,2021-05-21 02:33:42,Uniswap,smart contract
2841.92,2021-05-21 02:33:49,Uniswap,smart contract
2841.92,2021-05-21 02:33:51,Uniswap,smart contract
2841.66,2021-05-21 02:33:58,Uniswap,smart contract
2841.00,2021-05-21 02:34:19,Uniswap,smart contract
2841.00,2021-05-21 02:34:42,Uniswap,smart contract
2841.00,2021-05-21 02:34:46,Uniswap,smart contract
2840.92,2021-05-21 02:34:50,Uniswap,smart contract
2840.92,2021-05-21 02:35:10,Uniswap,smart contract
2840.18,2021-05-21 02:35:22,Uniswap,smart contract
2840.21,2021-05-21 02:35:23,Uniswap,smart contract
2840.12,2021-05-21 02:35:47,Uniswap,smart contract
2837.54,2021-05-21 02:35:59,Uniswap,smart contract
2837.54,2021-05-21 02:36:15,Uniswap,smart contract
2837.54,2021-05-21 02:36:18,Uniswap,smart contract
2837.54,2021-05-21 02:36:52,Uniswap,smart contract
2836.44,2021-05-21 02:36:59,Uniswap,smart contract
2836.44,2021-05-21 02:37:07,Uniswap,smart contract
2836.55,2021-05-21 02:37:11,Uniswap,smart contract
2836.56,2021-05-21 02:37:41,Uniswap,smart contract
2836.25,2021-05-21 02:37:51,Uniswap,smart contract
2836.25,2021-05-21 02:37:53,Uniswap,smart contract
2833.48,2021-05-21 02:37:55,Uniswap,smart contract
2840.23,2021-05-21 02:38:16,Uniswap,smart contract
2840.28,2021-05-21 02:38:38,Uniswap,smart contract
2840.28,2021-05-21 02:38:41,Uniswap,smart contract
2840.28,2021-05-21 02:38:43,Uniswap,smart contract
2840.28,2021-05-21 02:38:47,Uniswap,smart contract
2840.28,2021-05-21 02:38:55,Uniswap,smart contract
2840.47,2021-05-21 02:39:12,Uniswap,smart contract
2840.26,2021-05-21 02:39:17,Uniswap,smart contract
2840.26,2021-05-21 02:39:22,Uniswap,smart contract
2840.29,2021-05-21 02:39:26,Uniswap,smart contract
2840.29,2021-05-21 02:39:28,Uniswap,smart contract
2840.29,2021-05-21 02:39:30,Uniswap,smart contract
2840.29,2021-05-21 02:39:44,Uniswap,smart contract
2841.45,2021-05-21 02:40:14,Uniswap,smart contract
2842.48,2021-05-21 02:40:18,Uniswap,smart contract
2842.45,2021-05-21 02:40:24,Uniswap,smart contract
2842.45,2021-05-21 02:40:28,Uniswap,smart contract
2842.80,2021-05-21 02:40:29,Uniswap,smart contract
2843.38,2021-05-21 02:40:37,Uniswap,smart contract
2871.94,2021-05-21 02:40:53,Uniswap,smart contract
2870.33,2021-05-21 02:41:33,Uniswap,smart contract
2870.92,2021-05-21 02:41:40,Uniswap,smart contract
2888.93,2021-05-21 02:41:41,Uniswap,smart contract
2887.48,2021-05-21 02:41:45,Uniswap,smart contract
2887.19,2021-05-21 02:41:52,Uniswap,smart contract
2887.19,2021-05-21 02:41:57,Uniswap,smart contract
2887.11,2021-05-21 02:42:07,Uniswap,smart contract
2887.02,2021-05-21 02:42:16,Uniswap,smart contract
2886.10,2021-05-21 02:42:28,Uniswap,smart contract
2886.10,2021-05-21 02:42:32,Uniswap,smart contract
2885.33,2021-05-21 02:42:45,Uniswap,smart contract
2885.49,2021-05-21 02:43:09,Uniswap,smart contract
2885.52,2021-05-21 02:43:15,Uniswap,smart contract
2890.17,2021-05-21 02:43:18,Uniswap,smart contract
2890.17,2021-05-21 02:43:32,Uniswap,smart contract
2890.17,2021-05-21 02:44:04,Uniswap,smart contract
2889.98,2021-05-21 02:44:45,Uniswap,smart contract
2889.91,2021-05-21 02:44:50,Uniswap,smart contract
2889.84,2021-05-21 02:44:57,Uniswap,smart contract
2889.85,2021-05-21 02:45:23,Uniswap,smart contract
2889.85,2021-05-21 02:45:42,Uniswap,smart contract
2889.97,2021-05-21 02:46:00,Uniswap,smart contract
2889.96,2021-05-21 02:46:08,Uniswap,smart contract
2891.44,2021-05-21 02:46:13,Uniswap,smart contract
2891.44,2021-05-21 02:46:23,Uniswap,smart contract
2891.39,2021-05-21 02:46:27,Uniswap,smart contract
2893.48,2021-05-21 02:46:34,Uniswap,smart contract
2894.75,2021-05-21 02:46:58,Uniswap,smart contract
2894.73,2021-05-21 02:47:02,Uniswap,smart contract
2894.85,2021-05-21 02:47:15,Uniswap,smart contract
2890.29,2021-05-21 02:47:21,Uniswap,smart contract
2890.30,2021-05-21 02:48:04,Uniswap,smart contract
2890.54,2021-05-21 02:48:07,Uniswap,smart contract
2890.54,2021-05-21 02:48:09,Uniswap,smart contract
2888.31,2021-05-21 02:48:37,Uniswap,smart contract
2888.07,2021-05-21 02:49:02,Uniswap,smart contract
2888.13,2021-05-21 02:49:24,Uniswap,smart contract
2889.01,2021-05-21 02:49:32,Uniswap,smart contract
2888.92,2021-05-21 02:49:51,Uniswap,smart contract
2888.49,2021-05-21 02:49:52,Uniswap,smart contract
2888.02,2021-05-21 02:50:14,Uniswap,smart contract
2884.75,2021-05-21 02:50:22,Uniswap,smart contract
2884.75,2021-05-21 02:50:31,Uniswap,smart contract
2884.75,2021-05-21 02:50:32,Uniswap,smart contract
2884.75,2021-05-21 02:50:49,Uniswap,smart contract
2884.75,2021-05-21 02:50:52,Uniswap,smart contract
2883.52,2021-05-21 02:51:04,Uniswap,smart contract
2883.33,2021-05-21 02:51:38,Uniswap,smart contract
2883.37,2021-05-21 02:52:02,Uniswap,smart contract
2883.39,2021-05-21 02:52:05,Uniswap,smart contract
2887.20,2021-05-21 02:52:27,Uniswap,smart contract
2887.20,2021-05-21 02:52:42,Uniswap,smart contract
2887.20,2021-05-21 02:52:45,Uniswap,smart contract
2894.51,2021-05-21 02:53:32,Uniswap,smart contract
2894.53,2021-05-21 02:53:48,Uniswap,smart contract
2894.09,2021-05-21 02:54:17,Uniswap,smart contract
2894.09,2021-05-21 02:54:22,Uniswap,smart contract
2894.09,2021-05-21 02:54:23,Uniswap,smart contract
2894.08,2021-05-21 02:54:24,Uniswap,smart contract
2893.77,2021-05-21 02:54:32,Uniswap,smart contract
2894.00,2021-05-21 02:54:38,Uniswap,smart contract
2894.00,2021-05-21 02:54:45,Uniswap,smart contract
2894.00,2021-05-21 02:54:48,Uniswap,smart contract
2894.00,2021-05-21 02:54:55,Uniswap,smart contract
2894.00,2021-05-21 02:54:58,Uniswap,smart contract
2894.34,2021-05-21 02:55:07,Uniswap,smart contract
2894.34,2021-05-21 02:55:33,Uniswap,smart contract
2894.34,2021-05-21 02:56:18,Uniswap,smart contract
2894.39,2021-05-21 02:56:43,Uniswap,smart contract
2894.28,2021-05-21 02:56:46,Uniswap,smart contract
2894.29,2021-05-21 02:56:59,Uniswap,smart contract
2895.00,2021-05-21 02:57:08,Uniswap,smart contract
2895.00,2021-05-21 02:57:20,Uniswap,smart contract
2895.22,2021-05-21 02:57:54,Uniswap,smart contract
2895.80,2021-05-21 02:58:09,Uniswap,smart contract
2895.57,2021-05-21 02:58:24,Uniswap,smart contract
2895.57,2021-05-21 02:58:45,Uniswap,smart contract
2896.15,2021-05-21 02:59:15,Uniswap,smart contract
2896.15,2021-05-21 02:59:23,Uniswap,smart contract
2898.49,2021-05-21 02:59:28,Uniswap,smart contract
2898.57,2021-05-21 02:59:51,Uniswap,smart contract
2898.57,2021-05-21 02:59:54,Uniswap,smart contract
2898.57,2021-05-21 02:59:59,Uniswap,smart contract
2898.57,2021-05-21 03:00:07,Uniswap,smart contract
2898.52,2021-05-21 03:00:36,Uniswap,smart contract
2898.52,2021-05-21 03:00:52,Uniswap,smart contract
2898.50,2021-05-21 03:01:02,Uniswap,smart contract
2898.27,2021-05-21 03:01:19,Uniswap,smart contract
2896.91,2021-05-21 03:01:24,Uniswap,smart contract
2896.20,2021-05-21 03:01:25,Uniswap,smart contract
2894.67,2021-05-21 03:01:36,Uniswap,smart contract
2895.33,2021-05-21 03:01:45,Uniswap,smart contract
2894.67,2021-05-21 03:02:07,Uniswap,smart contract
2894.85,2021-05-21 03:02:27,Uniswap,smart contract
2896.01,2021-05-21 03:03:10,Uniswap,smart contract
2899.24,2021-05-21 03:03:11,Uniswap,smart contract
2899.24,2021-05-21 03:03:23,Uniswap,smart contract
2898.41,2021-05-21 03:03:26,Uniswap,smart contract
2894.66,2021-05-21 03:03:50,Uniswap,smart contract
2894.66,2021-05-21 03:04:09,Uniswap,smart contract
2894.66,2021-05-21 03:04:10,Uniswap,smart contract
2894.92,2021-05-21 03:04:20,Uniswap,smart contract
2894.58,2021-05-21 03:04:25,Uniswap,smart contract
2897.39,2021-05-21 03:04:40,Uniswap,smart contract
2897.39,2021-05-21 03:04:43,Uniswap,smart contract
2897.39,2021-05-21 03:04:45,Uniswap,smart contract
2897.29,2021-05-21 03:04:49,Uniswap,smart contract
2897.29,2021-05-21 03:05:14,Uniswap,smart contract
2897.29,2021-05-21 03:05:23,Uniswap,smart contract
2897.31,2021-05-21 03:05:58,Uniswap,smart contract
2888.13,2021-05-21 03:05:59,Uniswap,smart contract
2887.49,2021-05-21 03:06:34,Uniswap,smart contract
2887.49,2021-05-21 03:06:43,Uniswap,smart contract
2887.49,2021-05-21 03:06:46,Uniswap,smart contract
2887.23,2021-05-21 03:06:47,Uniswap,smart contract
2886.92,2021-05-21 03:07:06,Uniswap,smart contract
2886.92,2021-05-21 03:07:11,Uniswap,smart contract
2886.45,2021-05-21 03:07:18,Uniswap,smart contract
2884.67,2021-05-21 03:07:33,Uniswap,smart contract
2885.41,2021-05-21 03:07:58,Uniswap,smart contract
2885.46,2021-05-21 03:08:06,Uniswap,smart contract
2885.46,2021-05-21 03:08:16,Uniswap,smart contract
2885.46,2021-05-21 03:08:22,Uniswap,smart contract
2885.52,2021-05-21 03:08:24,Uniswap,smart contract
2885.52,2021-05-21 03:08:54,Uniswap,smart contract
2888.63,2021-05-21 03:09:18,Uniswap,smart contract
2888.80,2021-05-21 03:09:27,Uniswap,smart contract
2889.08,2021-05-21 03:09:28,Uniswap,smart contract
2893.81,2021-05-21 03:09:29,Uniswap,smart contract
2893.79,2021-05-21 03:09:43,Uniswap,smart contract
2893.79,2021-05-21 03:09:51,Uniswap,smart contract
2893.89,2021-05-21 03:09:53,Uniswap,smart contract
2893.55,2021-05-21 03:10:02,Uniswap,smart contract
2892.74,2021-05-21 03:10:13,Uniswap,smart contract
2892.74,2021-05-21 03:11:16,Uniswap,smart contract
2892.74,2021-05-21 03:11:18,Uniswap,smart contract
2892.72,2021-05-21 03:11:20,Uniswap,smart contract
2892.74,2021-05-21 03:11:28,Uniswap,smart contract
2892.80,2021-05-21 03:11:33,Uniswap,smart contract
2892.80,2021-05-21 03:11:35,Uniswap,smart contract
2892.85,2021-05-21 03:11:37,Uniswap,smart contract
2892.88,2021-05-21 03:11:46,Uniswap,smart contract
2892.88,2021-05-21 03:12:02,Uniswap,smart contract
2892.88,2021-05-21 03:12:09,Uniswap,smart contract
2892.88,2021-05-21 03:12:26,Uniswap,smart contract
2893.03,2021-05-21 03:12:49,Uniswap,smart contract
2893.03,2021-05-21 03:13:34,Uniswap,smart contract
2892.40,2021-05-21 03:13:54,Uniswap,smart contract
2892.48,2021-05-21 03:13:59,Uniswap,smart contract
2892.48,2021-05-21 03:14:11,Uniswap,smart contract
2892.50,2021-05-21 03:14:21,Uniswap,smart contract
2892.50,2021-05-21 03:14:24,Uniswap,smart contract
2892.47,2021-05-21 03:14:31,Uniswap,smart contract
2893.06,2021-05-21 03:14:52,Uniswap,smart contract
2893.49,2021-05-21 03:14:55,Uniswap,smart contract
2893.49,2021-05-21 03:15:01,Uniswap,smart contract
2893.49,2021-05-21 03:15:03,Uniswap,smart contract
2892.36,2021-05-21 03:15:18,Uniswap,smart contract
2892.39,2021-05-21 03:15:39,Uniswap,smart contract
2892.39,2021-05-21 03:16:04,Uniswap,smart contract
2892.39,2021-05-21 03:16:05,Uniswap,smart contract
2885.61,2021-05-21 03:16:06,Uniswap,smart contract
2881.47,2021-05-21 03:16:57,Uniswap,smart contract
2881.12,2021-05-21 03:17:15,Uniswap,smart contract
2881.14,2021-05-21 03:17:31,Uniswap,smart contract
2886.77,2021-05-21 03:17:46,Uniswap,smart contract
2886.77,2021-05-21 03:17:48,Uniswap,smart contract
2888.27,2021-05-21 03:18:19,Uniswap,smart contract
2889.79,2021-05-21 03:18:26,Uniswap,smart contract
2889.79,2021-05-21 03:18:31,Uniswap,smart contract
2889.80,2021-05-21 03:18:43,Uniswap,smart contract
2889.80,2021-05-21 03:18:48,Uniswap,smart contract
2899.55,2021-05-21 03:19:08,Uniswap,smart contract
2899.04,2021-05-21 03:19:29,Uniswap,smart contract
2899.02,2021-05-21 03:19:57,Uniswap,smart contract
2898.85,2021-05-21 03:19:58,Uniswap,smart contract
2898.92,2021-05-21 03:20:08,Uniswap,smart contract
2880.49,2021-05-21 03:20:10,Uniswap,smart contract
2872.49,2021-05-21 03:20:41,Uniswap,smart contract
2872.63,2021-05-21 03:21:05,Uniswap,smart contract
2877.82,2021-05-21 03:21:26,Uniswap,smart contract
2877.81,2021-05-21 03:22:01,Uniswap,smart contract
2877.86,2021-05-21 03:22:13,Uniswap,smart contract
2879.36,2021-05-21 03:22:16,Uniswap,smart contract
2879.12,2021-05-21 03:22:45,Uniswap,smart contract
2879.12,2021-05-21 03:22:55,Uniswap,smart contract
2879.12,2021-05-21 03:23:08,Uniswap,smart contract
2878.47,2021-05-21 03:23:16,Uniswap,smart contract
2882.79,2021-05-21 03:23:55,Uniswap,smart contract
2883.07,2021-05-21 03:24:26,Uniswap,smart contract
2883.07,2021-05-21 03:24:43,Uniswap,smart contract
2883.07,2021-05-21 03:25:11,Uniswap,smart contract
2882.71,2021-05-21 03:25:15,Uniswap,smart contract
2882.70,2021-05-21 03:25:22,Uniswap,smart contract
2894.55,2021-05-21 03:25:24,Uniswap,smart contract
2894.67,2021-05-21 03:25:33,Uniswap,smart contract
2894.97,2021-05-21 03:25:50,Uniswap,smart contract
2894.97,2021-05-21 03:25:58,Uniswap,smart contract
2894.97,2021-05-21 03:25:59,Uniswap,smart contract
2895.03,2021-05-21 03:26:34,Uniswap,smart contract
2895.06,2021-05-21 03:26:40,Uniswap,smart contract
2895.14,2021-05-21 03:26:45,Uniswap,smart contract
2895.48,2021-05-21 03:26:48,Uniswap,smart contract
2895.25,2021-05-21 03:27:01,Uniswap,smart contract
2894.66,2021-05-21 03:27:40,Uniswap,smart contract
2894.95,2021-05-21 03:27:48,Uniswap,smart contract
2894.95,2021-05-21 03:28:03,Uniswap,smart contract
2895.09,2021-05-21 03:28:15,Uniswap,smart contract
2893.11,2021-05-21 03:28:17,Uniswap,smart contract
2893.57,2021-05-21 03:28:37,Uniswap,smart contract
2893.57,2021-05-21 03:28:40,Uniswap,smart contract
2893.71,2021-05-21 03:28:46,Uniswap,smart contract
2893.72,2021-05-21 03:28:54,Uniswap,smart contract
2896.07,2021-05-21 03:28:58,Uniswap,smart contract
2896.07,2021-05-21 03:29:00,Uniswap,smart contract
2896.07,2021-05-21 03:29:03,Uniswap,smart contract
2896.54,2021-05-21 03:29:57,Uniswap,smart contract
2896.37,2021-05-21 03:30:30,Uniswap,smart contract
2896.31,2021-05-21 03:30:36,Uniswap,smart contract
2896.56,2021-05-21 03:31:02,Uniswap,smart contract
2895.71,2021-05-21 03:31:06,Uniswap,smart contract
2896.10,2021-05-21 03:31:23,Uniswap,smart contract
2901.98,2021-05-21 03:31:27,Uniswap,smart contract
2901.61,2021-05-21 03:31:35,Uniswap,smart contract
2901.61,2021-05-21 03:31:55,Uniswap,smart contract
2901.51,2021-05-21 03:32:04,Uniswap,smart contract
2901.51,2021-05-21 03:32:05,Uniswap,smart contract
2902.57,2021-05-21 03:32:06,Uniswap,smart contract
2897.97,2021-05-21 03:32:14,Uniswap,smart contract
2897.58,2021-05-21 03:33:35,Uniswap,smart contract
2896.67,2021-05-21 03:33:37,Uniswap,smart contract
2896.66,2021-05-21 03:34:01,Uniswap,smart contract
2896.66,2021-05-21 03:34:32,Uniswap,smart contract
2897.40,2021-05-21 03:34:43,Uniswap,smart contract
2897.96,2021-05-21 03:34:57,Uniswap,smart contract
2904.29,2021-05-21 03:35:09,Uniswap,smart contract
2909.45,2021-05-21 03:35:28,Uniswap,smart contract
2908.31,2021-05-21 03:35:36,Uniswap,smart contract
2908.31,2021-05-21 03:35:48,Uniswap,smart contract
2908.34,2021-05-21 03:35:51,Uniswap,smart contract
2908.20,2021-05-21 03:35:55,Uniswap,smart contract
2907.76,2021-05-21 03:35:57,Uniswap,smart contract
2907.76,2021-05-21 03:36:00,Uniswap,smart contract
2907.47,2021-05-21 03:36:01,Uniswap,smart contract
2907.35,2021-05-21 03:36:06,Uniswap,smart contract
2907.16,2021-05-21 03:36:10,Uniswap,smart contract
2907.16,2021-05-21 03:36:19,Uniswap,smart contract
2907.16,2021-05-21 03:36:20,Uniswap,smart contract
2907.49,2021-05-21 03:36:24,Uniswap,smart contract
2907.49,2021-05-21 03:36:45,Uniswap,smart contract
2907.49,2021-05-21 03:36:54,Uniswap,smart contract
2907.45,2021-05-21 03:37:04,Uniswap,smart contract
2907.75,2021-05-21 03:37:19,Uniswap,smart contract
2907.75,2021-05-21 03:37:21,Uniswap,smart contract
2907.75,2021-05-21 03:37:28,Uniswap,smart contract
2907.75,2021-05-21 03:37:34,Uniswap,smart contract
2907.75,2021-05-21 03:37:36,Uniswap,smart contract
2907.75,2021-05-21 03:37:41,Uniswap,smart contract
2907.88,2021-05-21 03:37:44,Uniswap,smart contract
2907.88,2021-05-21 03:38:04,Uniswap,smart contract
2907.98,2021-05-21 03:38:07,Uniswap,smart contract
2907.98,2021-05-21 03:38:22,Uniswap,smart contract
2908.00,2021-05-21 03:38:28,Uniswap,smart contract
2908.00,2021-05-21 03:38:41,Uniswap,smart contract
2906.95,2021-05-21 03:38:56,Uniswap,smart contract
2906.71,2021-05-21 03:39:05,Uniswap,smart contract
2906.71,2021-05-21 03:39:12,Uniswap,smart contract
2906.86,2021-05-21 03:39:27,Uniswap,smart contract
2907.04,2021-05-21 03:39:54,Uniswap,smart contract
2907.04,2021-05-21 03:40:15,Uniswap,smart contract
2907.04,2021-05-21 03:40:16,Uniswap,smart contract
2907.04,2021-05-21 03:40:22,Uniswap,smart contract
2907.02,2021-05-21 03:40:46,Uniswap,smart contract
2908.24,2021-05-21 03:40:52,Uniswap,smart contract
2907.44,2021-05-21 03:41:09,Uniswap,smart contract
2921.63,2021-05-21 03:41:35,Uniswap,smart contract
2924.67,2021-05-21 03:41:54,Uniswap,smart contract
2924.67,2021-05-21 03:42:22,Uniswap,smart contract
2924.49,2021-05-21 03:42:23,Uniswap,smart contract
2924.44,2021-05-21 03:42:24,Uniswap,smart contract
2924.35,2021-05-21 03:42:27,Uniswap,smart contract
2924.39,2021-05-21 03:42:30,Uniswap,smart contract
2924.32,2021-05-21 03:42:39,Uniswap,smart contract
2924.32,2021-05-21 03:42:49,Uniswap,smart contract
2924.29,2021-05-21 03:42:59,Uniswap,smart contract
2924.29,2021-05-21 03:43:40,Uniswap,smart contract
2924.29,2021-05-21 03:43:41,Uniswap,smart contract
2924.29,2021-05-21 03:43:42,Uniswap,smart contract
2924.59,2021-05-21 03:43:52,Uniswap,smart contract
2920.38,2021-05-21 03:44:25,Uniswap,smart contract
2919.95,2021-05-21 03:44:45,Uniswap,smart contract
2919.91,2021-05-21 03:44:58,Uniswap,smart contract
2919.91,2021-05-21 03:45:15,Uniswap,smart contract
2919.87,2021-05-21 03:45:17,Uniswap,smart contract
2919.44,2021-05-21 03:45:24,Uniswap,smart contract
2919.78,2021-05-21 03:45:25,Uniswap,smart contract
2919.37,2021-05-21 03:45:40,Uniswap,smart contract
2919.55,2021-05-21 03:45:47,Uniswap,smart contract
2919.24,2021-05-21 03:45:52,Uniswap,smart contract
